doc_id,sent_id,entity_id,type,text,charOffset,source_type,file_name
DDI-DrugBank.d6,DDI-DrugBank.d6.s2,DDI-DrugBank.d6.s2.e2,drug,nitrous oxide,178-190,drugbank,Enflurane_ddi.xml
DDI-DrugBank.d535,DDI-DrugBank.d535.s0,DDI-DrugBank.d535.s0.e0,drug,enfuvirtide,80-90,drugbank,Enfuvirtide_ddi.xml
DDI-DrugBank.d535,DDI-DrugBank.d535.s1,DDI-DrugBank.d535.s1.e2,drug,enfuvirtide,147-157,drugbank,Enfuvirtide_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s0,DDI-DrugBank.d395.s0.e0,drug,Bismuth,0-6,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s0,DDI-DrugBank.d395.s0.e1,drug,Bismuth subsalicylate,9-29,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s0,DDI-DrugBank.d395.s0.e2,drug,enoxacin,57-64,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s0,DDI-DrugBank.d395.s0.e3,drug,enoxacin,90-97,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s0,DDI-DrugBank.d395.s0.e4,drug,enoxacin,125-132,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s1,DDI-DrugBank.d395.s1.e0,drug,enoxacin,36-43,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s1,DDI-DrugBank.d395.s1.e1,drug,bismuth subsalicylate,49-69,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s2,DDI-DrugBank.d395.s2.e0,drug,Caffeine,0-7,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s2,DDI-DrugBank.d395.s2.e1,drug,Enoxacin,10-17,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s3,DDI-DrugBank.d395.s3.e0,drug,enoxacin,26-33,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s3,DDI-DrugBank.d395.s3.e1,drug,caffeine,103-110,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s3,DDI-DrugBank.d395.s3.e2,drug,caffeine,149-156,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s3,DDI-DrugBank.d395.s3.e3,drug,caffeine,239-246,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s4,DDI-DrugBank.d395.s4.e0,drug,enoxacin,14-21,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s4,DDI-DrugBank.d395.s4.e1,drug,caffeine,56-63,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s4,DDI-DrugBank.d395.s4.e2,drug,enoxacin,69-76,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s5,DDI-DrugBank.d395.s5.e0,drug,Caffeine,0-7,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s5,DDI-DrugBank.d395.s5.e1,drug,caffeine,69-76,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s5,DDI-DrugBank.d395.s5.e2,drug,enoxacin,100-107,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s6,DDI-DrugBank.d395.s6.e0,drug,Cyclosporine,0-11,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s6,DDI-DrugBank.d395.s6.e1,drug,cyclosporine,39-50,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s6,DDI-DrugBank.d395.s6.e2,drug,cyclosporine,95-106,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s7,DDI-DrugBank.d395.s7.e0,drug,Digoxin,0-6,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s7,DDI-DrugBank.d395.s7.e1,drug,Enoxacin,9-16,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s7,DDI-DrugBank.d395.s7.e2,drug,digoxin,34-40,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s8,DDI-DrugBank.d395.s8.e0,drug,digoxin,36-42,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s8,DDI-DrugBank.d395.s8.e1,drug,enoxacin,64-71,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s8,DDI-DrugBank.d395.s8.e2,drug,digoxin,77-83,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s8,DDI-DrugBank.d395.s8.e3,drug,digoxin,149-155,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s8,DDI-DrugBank.d395.s8.e4,drug,digoxin,175-181,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s9,DDI-DrugBank.d395.s9.e1,drug,enoxacin,87-94,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s9,DDI-DrugBank.d395.s9.e3,drug,fenbufen,155-162,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s11,DDI-DrugBank.d395.s11.e0,drug,Fenbufen,0-7,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s12,DDI-DrugBank.d395.s12.e0,drug,Sucralfate,0-9,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s13,DDI-DrugBank.d395.s13.e2,drug,calcium,65-71,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s13,DDI-DrugBank.d395.s13.e3,drug,magnesium,74-82,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s13,DDI-DrugBank.d395.s13.e4,drug,aluminum,88-95,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s14,DDI-DrugBank.d395.s14.e0,drug,sucralfate,5-14,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s15,DDI-DrugBank.d395.s15.e0,drug,iron,43-46,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s16,DDI-DrugBank.d395.s16.e1,drug,zinc,33-36,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s17,DDI-DrugBank.d395.s17.e1,drug,aluminum hydroxide,20-37,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s17,DDI-DrugBank.d395.s17.e2,drug,magnesium hydroxide,43-61,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s17,DDI-DrugBank.d395.s17.e3,drug,enoxacin,93-100,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s18,DDI-DrugBank.d395.s18.e0,drug,enoxacin,28-35,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s18,DDI-DrugBank.d395.s18.e1,drug,ranitidine,80-89,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s19,DDI-DrugBank.d395.s19.e0,drug,enoxacin,73-80,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s20,DDI-DrugBank.d395.s20.e0,drug,Theophylline,0-11,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s20,DDI-DrugBank.d395.s20.e1,drug,Enoxacin,14-21,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s21,DDI-DrugBank.d395.s21.e0,drug,Enoxacin,0-7,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s21,DDI-DrugBank.d395.s21.e1,drug,theophylline,43-54,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s21,DDI-DrugBank.d395.s21.e2,drug,theophylline,107-118,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s22,DDI-DrugBank.d395.s22.e0,drug,Theophylline,0-11,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s22,DDI-DrugBank.d395.s22.e1,drug,theophylline,68-79,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s22,DDI-DrugBank.d395.s22.e2,drug,enoxacin,85-92,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s23,DDI-DrugBank.d395.s23.e0,drug,Warfarin,0-7,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s23,DDI-DrugBank.d395.s23.e2,drug,enoxacin,32-39,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s23,DDI-DrugBank.d395.s23.e3,drug,R-warfarin,68-77,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s23,DDI-DrugBank.d395.s23.e4,drug,warfarin,114-121,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s24,DDI-DrugBank.d395.s24.e0,drug,Enoxacin,0-7,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s24,DDI-DrugBank.d395.s24.e1,drug,enoxacin,120-127,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s24,DDI-DrugBank.d395.s24.e2,drug,warfarin,133-140,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s25,DDI-DrugBank.d395.s25.e0,drug,warfarin,95-102,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d395,DDI-DrugBank.d395.s25,DDI-DrugBank.d395.s25.e1,drug,enoxacin,127-134,drugbank,Enoxacin_ddi.xml
DDI-DrugBank.d474,DDI-DrugBank.d474.s1,DDI-DrugBank.d474.s1.e2,drug,acetylsalicylic acid,88-107,drugbank,Enoxaparin_ddi.xml
DDI-DrugBank.d474,DDI-DrugBank.d474.s1,DDI-DrugBank.d474.s1.e4,drug,ketorolac tromethamine,142-163,drugbank,Enoxaparin_ddi.xml
DDI-DrugBank.d474,DDI-DrugBank.d474.s1,DDI-DrugBank.d474.s1.e5,drug,dipyridamole,167-178,drugbank,Enoxaparin_ddi.xml
DDI-DrugBank.d474,DDI-DrugBank.d474.s1,DDI-DrugBank.d474.s1.e6,drug,sulfinpyrazone,184-197,drugbank,Enoxaparin_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s0,DDI-DrugBank.d455.s0.e0,drug,entacapone,50-59,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s3,DDI-DrugBank.d455.s3.e0,drug,Entacapone,17-26,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s4,DDI-DrugBank.d455.s4.e0,drug,entacapone,60-69,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s4,DDI-DrugBank.d455.s4.e1,drug,warfarin,109-116,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s4,DDI-DrugBank.d455.s4.e2,drug,salicylic acid,119-132,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s4,DDI-DrugBank.d455.s4.e3,drug,phenylbutazone,135-148,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s4,DDI-DrugBank.d455.s4.e4,drug,diazepam,155-162,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s5,DDI-DrugBank.d455.s5.e0,drug,Levodopa,74-81,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s6,DDI-DrugBank.d455.s6.e0,drug,entacapone,15-24,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s6,DDI-DrugBank.d455.s6.e1,drug,levodopa,46-53,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s7,DDI-DrugBank.d455.s7.e1,drug,selegiline,50-59,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s7,DDI-DrugBank.d455.s7.e2,drug,entacapone,107-116,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s7,DDI-DrugBank.d455.s7.e3,drug,levodopa,144-151,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s8,DDI-DrugBank.d455.s8.e0,drug,selegiline,71-80,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s8,DDI-DrugBank.d455.s8.e1,drug,entacapone,102-111,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s8,DDI-DrugBank.d455.s8.e2,drug,levodopa,117-124,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s9,DDI-DrugBank.d455.s9.e0,drug,entacapone,8-17,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s9,DDI-DrugBank.d455.s9.e1,drug,entacapone,207-216,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s10,DDI-DrugBank.d455.s10.e0,drug,probenecid,14-23,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s10,DDI-DrugBank.d455.s10.e1,drug,cholestyramine,26-39,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s10,DDI-DrugBank.d455.s10.e3,drug,erythromycin,69-80,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s10,DDI-DrugBank.d455.s10.e4,drug,ampicillin,96-105,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s10,DDI-DrugBank.d455.s10.e5,drug,chloramphenicol,111-125,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s11,DDI-DrugBank.d455.s11.e1,drug,imipramine,49-58,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s11,DDI-DrugBank.d455.s11.e2,drug,entacapone,98-107,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d455,DDI-DrugBank.d455.s11,DDI-DrugBank.d455.s11.e3,drug,levodopa,132-139,drugbank,Entacapone_ddi.xml
DDI-DrugBank.d295,DDI-DrugBank.d295.s0,DDI-DrugBank.d295.s0.e0,drug,entecavir,6-14,drugbank,Entecavir_ddi.xml
DDI-DrugBank.d295,DDI-DrugBank.d295.s0,DDI-DrugBank.d295.s0.e2,drug,entecavir,208-216,drugbank,Entecavir_ddi.xml
DDI-DrugBank.d295,DDI-DrugBank.d295.s1,DDI-DrugBank.d295.s1.e0,drug,entecavir,20-28,drugbank,Entecavir_ddi.xml
DDI-DrugBank.d295,DDI-DrugBank.d295.s1,DDI-DrugBank.d295.s1.e1,drug,lamivudine,35-44,drugbank,Entecavir_ddi.xml
DDI-DrugBank.d295,DDI-DrugBank.d295.s1,DDI-DrugBank.d295.s1.e2,drug,adefovir dipivoxil,47-64,drugbank,Entecavir_ddi.xml
DDI-DrugBank.d295,DDI-DrugBank.d295.s1,DDI-DrugBank.d295.s1.e3,drug,tenofovir disoproxil fumarate,69-97,drugbank,Entecavir_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s0,DDI-DrugBank.d247.s0.e0,drug,Epinephrine,0-10,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s2,DDI-DrugBank.d247.s2.e0,drug,Epinephrine,0-10,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s2,DDI-DrugBank.d247.s2.e2,drug,isoproterenol,95-107,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s5,DDI-DrugBank.d247.s5.e0,drug,epinephrine,18-28,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s5,DDI-DrugBank.d247.s5.e1,drug,cyclopropane,52-63,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s5,DDI-DrugBank.d247.s5.e3,drug,halothane,120-128,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s7,DDI-DrugBank.d247.s7.e0,drug,Epinephrine,0-10,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s8,DDI-DrugBank.d247.s8.e1,drug,epinephrine,72-82,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s9,DDI-DrugBank.d247.s9.e0,drug,Epinephrine,0-10,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d247,DDI-DrugBank.d247.s9,DDI-DrugBank.d247.s9.e1,drug,guanethidine,59-70,drugbank,Epinephrine_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s2,DDI-DrugBank.d428.s2.e0,drug,epirubicin,75-84,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s3,DDI-DrugBank.d428.s3.e0,drug,epirubicin,22-31,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s5,DDI-DrugBank.d428.s5.e0,drug,epirubicin,36-45,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s6,DDI-DrugBank.d428.s6.e0,drug,epirubicin,25-34,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s8,DDI-DrugBank.d428.s8.e0,drug,Epirubicin,0-9,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s9,DDI-DrugBank.d428.s9.e0,drug,epirubicin,72-81,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s10,DDI-DrugBank.d428.s10.e0,drug,Cimetidine,0-9,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s10,DDI-DrugBank.d428.s10.e1,drug,epirubicin,32-41,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d428,DDI-DrugBank.d428.s11,DDI-DrugBank.d428.s11.e0,drug,Cimetidine,0-9,drugbank,Epirubicin_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s0,DDI-DrugBank.d20.s0.e0,drug,Eplerenone,21-30,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s1,DDI-DrugBank.d20.s1.e1,drug,ketoconazole,93-104,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s1,DDI-DrugBank.d20.s1.e2,drug,eplerenone,198-207,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s1,DDI-DrugBank.d20.s1.e3,drug,eplerenone,243-252,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s3,DDI-DrugBank.d20.s3.e0,drug,eplerenone,18-27,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s3,DDI-DrugBank.d20.s3.e1,drug,erythromycin,65-76,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s3,DDI-DrugBank.d20.s3.e2,drug,verapamil,90-98,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s3,DDI-DrugBank.d20.s3.e3,drug,saquinavir,111-120,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s3,DDI-DrugBank.d20.s3.e4,drug,fluconazole,135-145,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s3,DDI-DrugBank.d20.s3.e5,drug,eplerenone,191-200,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s7,DDI-DrugBank.d20.s7.e2,drug,enalapril,92-100,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s7,DDI-DrugBank.d20.s7.e3,drug,enalapril,189-197,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s8,DDI-DrugBank.d20.s8.e0,drug,Lithium,0-6,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s8,DDI-DrugBank.d20.s8.e1,drug,eplerenone,36-45,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s8,DDI-DrugBank.d20.s8.e2,drug,lithium,52-58,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s9,DDI-DrugBank.d20.s9.e0,drug,lithium,6-12,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s9,DDI-DrugBank.d20.s9.e2,drug,lithium,97-103,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d20,DDI-DrugBank.d20.s10,DDI-DrugBank.d20.s10.e2,drug,eplerenone,74-83,drugbank,Eplerenone_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s3,DDI-DrugBank.d241.s3.e1,drug,digoxin,41-47,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s3,DDI-DrugBank.d241.s3.e5,drug,oxygen,113-118,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s3,DDI-DrugBank.d241.s3.e6,drug,furosemide,202-211,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s3,DDI-DrugBank.d241.s3.e7,drug,digoxin,216-222,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s3,DDI-DrugBank.d241.s3.e9,drug,furosemide,302-311,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s3,DDI-DrugBank.d241.s3.e10,drug,digoxin,326-332,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s4,DDI-DrugBank.d241.s4.e0,drug,furosemide,14-23,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s5,DDI-DrugBank.d241.s5.e0,drug,digoxin,21-27,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s5,DDI-DrugBank.d241.s5.e1,drug,digoxin,52-58,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d241,DDI-DrugBank.d241.s5,DDI-DrugBank.d241.s5.e3,drug,digoxin,173-179,drugbank,Epoprostenol_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s0,DDI-DrugBank.d525.s0.e0,drug,Eprosartan,0-9,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s0,DDI-DrugBank.d525.s0.e1,drug,digoxin,71-77,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s0,DDI-DrugBank.d525.s0.e2,drug,warfarin,107-114,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s0,DDI-DrugBank.d525.s0.e3,drug,glyburide,120-128,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s2,DDI-DrugBank.d525.s2.e0,drug,eprosartan,8-17,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s2,DDI-DrugBank.d525.s2.e1,drug,ketoconazole,149-160,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s2,DDI-DrugBank.d525.s2.e2,drug,fluconazole,166-176,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s2,DDI-DrugBank.d525.s2.e3,drug,eprosartan,266-275,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s3,DDI-DrugBank.d525.s3.e0,drug,Ranitidine,0-9,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s3,DDI-DrugBank.d525.s3.e1,drug,eprosartan,33-42,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s4,DDI-DrugBank.d525.s4.e0,drug,Eprosartan,0-9,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s4,DDI-DrugBank.d525.s4.e2,drug,hydrochlorothiazide,116-134,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s5,DDI-DrugBank.d525.s5.e0,drug,Eprosartan,0-9,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d525,DDI-DrugBank.d525.s5,DDI-DrugBank.d525.s5.e2,drug,nifedipine,143-152,drugbank,Eprosartan_ddi.xml
DDI-DrugBank.d278,DDI-DrugBank.d278.s0,DDI-DrugBank.d278.s0.e0,drug,Enoxaparin,0-9,drugbank,Eptifibatide_ddi.xml
DDI-DrugBank.d278,DDI-DrugBank.d278.s0,DDI-DrugBank.d278.s0.e1,drug,eptifibatide,113-124,drugbank,Eptifibatide_ddi.xml
DDI-DrugBank.d471,DDI-DrugBank.d471.s0,DDI-DrugBank.d471.s0.e0,drug,Mineral oil,0-10,drugbank,Ergocalciferol_ddi.xml
DDI-DrugBank.d471,DDI-DrugBank.d471.s1,DDI-DrugBank.d471.s1.e1,drug,ergocalciferol,105-118,drugbank,Ergocalciferol_ddi.xml
DDI-DrugBank.d59,DDI-DrugBank.d59.s0,DDI-DrugBank.d59.s0.e1,drug,triacetyloleandomycin,45-65,drugbank,Ergotamine_ddi.xml
DDI-DrugBank.d59,DDI-DrugBank.d59.s0,DDI-DrugBank.d59.s0.e2,drug,ergotamine,100-109,drugbank,Ergotamine_ddi.xml
DDI-DrugBank.d456,DDI-DrugBank.d456.s0,DDI-DrugBank.d456.s0.e0,drug,ketoconazole,46-57,drugbank,Erlotinib_ddi.xml
DDI-DrugBank.d456,DDI-DrugBank.d456.s0,DDI-DrugBank.d456.s0.e1,drug,erlotinib,69-77,drugbank,Erlotinib_ddi.xml
DDI-DrugBank.d456,DDI-DrugBank.d456.s1,DDI-DrugBank.d456.s1.e1,drug,ketoconazole,65-76,drugbank,Erlotinib_ddi.xml
DDI-DrugBank.d456,DDI-DrugBank.d456.s1,DDI-DrugBank.d456.s1.e2,drug,atazanavir,142-151,drugbank,Erlotinib_ddi.xml
DDI-DrugBank.d456,DDI-DrugBank.d456.s1,DDI-DrugBank.d456.s1.e3,drug,clarithromycin,154-167,drugbank,Erlotinib_ddi.xml
